transaction_date,transaction_barcode,item_number,description,description2,combined_description,item_unit_price
2023-12-31,21133400901852312311137,1016215,SHARPCHEDDAR,15OZ P126 SL150DAYS,SHARPCHEDDAR 15OZ P126 SL150DAYS,7.59
2023-12-31,21133400901852312311137,320105,/1016215,,,0
2023-12-31,21133400901852312311137,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-12-31,21133400901852312311137,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-12-31,21133400901852312311137,6659,4LB HONYCRSP,,,5.99
2023-12-31,21133400901852312311137,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-12-31,21133400901852312311137,21046,TOMATO MEDLE,,,5.99
2023-12-31,21133400901852312311137,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2023-12-31,21133400901852312311137,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,5.99
2023-12-31,21133400901852312311137,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2023-12-31,21133400901852312311137,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2023-12-31,21133400901852312311137,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.99
2023-12-31,21133400901852312311137,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,29.99
2023-12-31,21133400901852312311137,319112,/1773119,,,0
2023-12-31,21133400901852312311137,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-12-31,21133400901852312311137,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-31,21133400901852312311137,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2023-12-31,21133400901852312311137,6995,GOLD KIWI,3 LBS,GOLD KIWI 3 LBS,10.49
2022-11-11,21133400800212211111104,813734,POTATO ROLL,16 CT 30 OZ,POTATO ROLL 16 CT 30 OZ,6.89
2022-11-11,21133400800212211111104,1162288,KS ORG EVOO,EV OLIVE OIL 1L SL340P672,KS ORG EVOO EV OLIVE OIL 1L SL340P672,13.99
2022-11-11,21133400800212211111104,1643753,20PC COMBO,HANA SL 1D 30C 4T2H 240P,20PC COMBO HANA SL 1D 30C 4T2H 240P,19.99
2022-11-11,21133400800212211111104,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-11-11,21133400800212211111104,21046,TOMATO MEDLE,,,6.69
2022-11-11,21133400800212211111104,290353,/21046,,,0
2022-11-11,21133400800212211111104,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,4.99
2022-11-11,21133400800212211111104,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.49
2022-11-11,21133400800212211111104,1231917,ROJO CORN,12/32 OZ   T8H7   SL45,ROJO CORN 12/32 OZ   T8H7   SL45,8.89
2022-11-11,21133400800212211111104,288497,/1231917,,,0
2022-11-11,21133400800212211111104,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.99
2022-11-11,21133400800212211111104,1142830,ORG MEDITERR,,,8.49
2022-11-11,21133400800212211111104,460862,VAR SLICED,ANDERSON T7H10 SL90,VAR SLICED ANDERSON T7H10 SL90,9.79
2022-11-11,21133400800212211111104,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2022-11-11,21133400800212211111104,47266,ORG BS THIGH,FRESH SADDLEPACK,ORG BS THIGH FRESH SADDLEPACK,5.99
2022-11-11,21133400800212211111104,1306598,FREE RNG XL,GRADE A T20H18 P360 SL23,FREE RNG XL GRADE A T20H18 P360 SL23,7.59
2022-11-11,21133400800212211111104,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2022-11-11,21133400800212211111104,900861,ORGANC SASLA,SUNBELT T12H5  SL13,ORGANC SASLA SUNBELT T12H5  SL13,8.39
2022-11-11,21133400800212211111104,19808,SMOKD SALMON,30/16 OZ SL=28 T7X7,SMOKD SALMON 30/16 OZ SL=28 T7X7,16.79
2022-11-11,21133400800212211111104,1461056,BABY CUKE,,,5.99
2022-11-11,21133400800212211111104,519638,ORG BLUES,510 G / 18 OZ,ORG BLUES 510 G / 18 OZ,5.99
2022-11-11,21133400800212211111104,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,5.99
2022-11-11,21133400800212211111104,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.49
2022-11-01,21133400801372211011319,1300658,KS SCENT BAG,SCENTED 200CT P120,KS SCENT BAG SCENTED 200CT P120,17.99
2022-11-01,21133400801372211011319,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2022-11-01,21133400801372211011319,289056,/ 106173,,,0
2022-11-01,21133400801372211011319,1157210,ORG CACAO,24OZ BAG    P288,ORG CACAO 24OZ BAG    P288,6.99
2022-11-01,21133400801372211011319,1494570,WATERLOO VTY,VTY 24/12 CANS      P=100,WATERLOO VTY VTY 24/12 CANS      P=100,8.99
2022-11-01,21133400801372211011319,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,15.99
2022-11-01,21133400801372211011319,512599,**KS TOWEL**,P24 FQ/P20,**KS TOWEL** P24 FQ/P20,18.99
2023-07-14,21133400900752307141120,1358925,ARTCHK SSG,12-2/24 OZ   10T4H   SL70,ARTCHK SSG 12-2/24 OZ   10T4H   SL70,14.79
2023-07-14,21133400900752307141120,1717853,HVY DTY SPNG,SCRUB SPONGE 24CT P=300,HVY DTY SPNG SCRUB SPONGE 24CT P=300,14.99
2023-07-14,21133400900752307141120,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,7.99
2023-07-14,21133400900752307141120,568915,ORG CUCUMBER,,,5.99
2023-07-14,21133400900752307141120,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-07-14,21133400900752307141120,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.89
2023-07-14,21133400900752307141120,797684,BURATTA,#00123 SL24 T9H8,BURATTA #00123 SL24 T9H8,7.69
2023-07-14,21133400900752307141120,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-07-14,21133400900752307141120,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,11.99
2023-07-14,21133400900752307141120,756053,KS MED ROAST,GROUND COFFEE  SL365 P216,KS MED ROAST GROUND COFFEE  SL365 P216,13.69
2023-07-14,21133400900752307141120,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2023-07-14,21133400900752307141120,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-07-14,21133400900752307141120,1434832,CANDY GRAPE,ORG RED CANDY SNAP GRAPE,CANDY GRAPE ORG RED CANDY SNAP GRAPE,8.99
2023-07-14,21133400900752307141120,1336632,BEAN SALAD,T8H6  C12  SL28,BEAN SALAD T8H6  C12  SL28,9.89
2023-07-14,21133400900752307141120,307105,/ 1336632,,,0
2023-07-14,21133400900752307141120,1429597,PINK GRPFRUT,PINK GRAPEFRUIT 12/9.3OZ,PINK GRPFRUT PINK GRAPEFRUIT 12/9.3OZ,15.59
2023-07-14,21133400900752307141120,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-07-14,21133400900752307141120,33666,BEEF RIBEYE,BONELESS USDA CHOICE,BEEF RIBEYE BONELESS USDA CHOICE,13.99
2023-07-14,21133400900752307141120,1142830,ORG MEDITERR,,,8.49
2023-07-14,21133400900752307141120,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2023-07-14,21133400900752307141120,1716914,GRLLD CHCKN,CS10 T6H8 SL55,GRLLD CHCKN CS10 T6H8 SL55,9.69
2023-07-14,21133400900752307141120,21046,TOMATO MEDLE,,,6.69
2023-07-14,21133400900752307141120,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.49
2024-06-09,21133400701532406091357,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-06-09,21133400701532406091357,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-06-09,21133400701532406091357,21046,TOMATO MEDLE,,,6.59
2024-06-09,21133400701532406091357,1433291,OLDTRP JRKY,JERKY T5H4 P400 SL540,OLDTRP JRKY JERKY T5H4 P400 SL540,16.59
2024-06-09,21133400701532406091357,568915,ORG CUCUMBER,,,6.99
2024-06-09,21133400701532406091357,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,9.74
2024-06-09,21133400701532406091357,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.79
2024-06-09,21133400701532406091357,327588,/1060788,,,0
2024-06-09,21133400701532406091357,1068083,ORG FR EGGS,GRADE A T20H18 P360 SL23,ORG FR EGGS GRADE A T20H18 P360 SL23,7.99
2024-06-09,21133400701532406091357,1604655,BK: DK BOX,VARIOUS/DK/JUVY,BK: DK BOX VARIOUS/DK/JUVY,20.99
2024-06-09,21133400701532406091357,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.49
2024-06-09,21133400701532406091357,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,6.99
2024-06-09,21133400701532406091357,6652,VIDALIA ONIO,2.27 KG / 5 LBS,VIDALIA ONIO 2.27 KG / 5 LBS,5.99
2024-06-09,21133400701532406091357,6021,PREM. PLUMS,907 G / 3 LB,PREM. PLUMS 907 G / 3 LB,6.99
2024-06-09,21133400701532406091357,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2024-06-09,21133400701532406091357,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2024-06-09,21133400701532406091357,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-06-09,21133400701532406091357,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-06-09,21133400701532406091357,1834822,BK:BINDUPS,U4 RANDOM/,BK:BINDUPS U4 RANDOM/,7.49
2024-06-09,21133400701532406091357,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-06-09,21133400701532406091357,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,8.99
2024-06-09,21133400701532406091357,1619921,SPINDRIFT,LIME/GFRUIT/LEMN P70,SPINDRIFT LIME/GFRUIT/LEMN P70,18.89
2024-06-09,21133400701532406091357,327385,/1619921,,,0
2024-06-09,21133400701532406091357,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-06-09,21133400701532406091357,25107,GRLCPEPWINGS,PARTY WINGS,GRLCPEPWINGS PARTY WINGS,3.99
2024-06-09,21133400701532406091357,1199652,BUTER CROISS,,,5.99
2024-06-09,21133400701532406091357,5850,SWEETKALEDUO,2 X 14 OZ,SWEETKALEDUO 2 X 14 OZ,6.99
2025-06-09,21133400104792506091706,1843108,KS FRZ GAL,DOUBLE ZIPPER 28X3 P84,KS FRZ GAL DOUBLE ZIPPER 28X3 P84,13.99
2025-06-09,21133400104792506091706,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-06-09,21133400104792506091706,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2025-06-09,21133400104792506091706,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-06-09,21133400104792506091706,992756,PARMESAN,P360  T10H3      SL105,PARMESAN P360  T10H3      SL105,9.59
2025-06-09,21133400104792506091706,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-06-09,21133400104792506091706,1068080,PASTURE EGGS,2DZ GRADE A P360/300 SL22,PASTURE EGGS 2DZ GRADE A P360/300 SL22,7.99
2025-06-09,21133400104792506091706,910270,ORG GRE BEAN,,,6.99
2025-06-09,21133400104792506091706,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,12.89
2025-06-09,21133400104792506091706,356354,/ 947880,,,0
2025-06-09,21133400104792506091706,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-06-09,21133400104792506091706,142819,TUSCAN MELON,,,8.99
2025-06-09,21133400104792506091706,1199652,BUTER CROISS,,,5.99
2025-06-09,21133400104792506091706,6659,4LB HONYCRSP,,,11.99
2025-06-09,21133400104792506091706,518161,BAR SPAGHETI,P=224   T28H8,BAR SPAGHETI P=224   T28H8,9.99
2025-06-09,21133400104792506091706,21046,TOMATO MEDLE,,,6.59
2025-06-09,21133400104792506091706,1897829,MEYERS SOAP,HAND SOAP SET P210,MEYERS SOAP HAND SOAP SET P210,17.99
2025-06-09,21133400104792506091706,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,5.99
2023-03-03,21133401000262303031027,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,7.49
2023-03-03,21133401000262303031027,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,3.99
2023-03-03,21133401000262303031027,1268182,NY PASTRAMI,MEAL MART T7H10 SL60,NY PASTRAMI MEAL MART T7H10 SL60,12.99
2023-03-03,21133401000262303031027,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-03-03,21133401000262303031027,1636598,**CHARMIN**,30/205 SHEET,**CHARMIN** 30/205 SHEET,26.49
2023-03-03,21133401000262303031027,26802,CRUMBLD FETA,LACTALIS T6H6 SL60,CRUMBLD FETA LACTALIS T6H6 SL60,7.99
2023-03-03,21133401000262303031027,1461056,BABY CUKE,,,5.99
2023-03-03,21133401000262303031027,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-03-03,21133401000262303031027,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.29
2023-03-03,21133401000262303031027,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-03-03,21133401000262303031027,784770,KS SPAN OLIV,SPANISH QUEEN OLIVES P360,KS SPAN OLIV SPANISH QUEEN OLIVES P360,11.49
2023-03-03,21133401000262303031027,1285702,TOOTHPASTE,+ 3 ADDED BENEFITS   P300,TOOTHPASTE + 3 ADDED BENEFITS   P300,16.99
2023-03-03,21133401000262303031027,25595,COCKTAIL TOM,907 G / 2 LB,COCKTAIL TOM 907 G / 2 LB,4.99
2023-03-03,21133401000262303031027,1716298,KS ORG SALSA,6/2X35OZ   P300,KS ORG SALSA 6/2X35OZ   P300,8.99
2023-03-03,21133401000262303031027,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-03-03,21133401000262303031027,720,REYNLDS FOIL,SQ FT T180H2       P360,REYNLDS FOIL SQ FT T180H2       P360,19.79
2025-05-12,21133400703662505121619,6659,4LB HONYCRSP,,,11.99
2025-05-12,21133400703662505121619,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-05-12,21133400703662505121619,22995,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2025-05-12,21133400703662505121619,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.99
2025-05-12,21133400703662505121619,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-05-12,21133400703662505121619,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.79
2025-05-12,21133400703662505121619,1199652,BUTER CROISS,,,5.99
2025-05-12,21133400703662505121619,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-05-12,21133400703662505121619,21046,TOMATO MEDLE,,,6.59
2025-05-12,21133400703662505121619,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2022-08-03,21133401000042208031108,1322063,KS ANGS PATY,P120      10X2,KS ANGS PATY P120      10X2,25.59
2022-08-03,21133401000042208031108,897342,LACROIX VTY,LEMON GRAPEFRUIT P100,LACROIX VTY LEMON GRAPEFRUIT P100,8.99
2022-08-03,21133401000042208031108,1589003,BEYOND BURGR,P360   T6H4,BEYOND BURGR P360   T6H4,14.99
2022-08-03,21133401000042208031108,282669,/1589003,,,0
2022-08-03,21133401000042208031108,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2022-08-03,21133401000042208031108,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.49
2022-08-03,21133401000042208031108,21046,TOMATO MEDLE,,,6.69
2022-08-03,21133401000042208031108,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.19
2022-08-03,21133401000042208031108,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2022-08-03,21133401000042208031108,1493488,KS BABY WIPE,FRAGRANCE FREE 900CT P56,KS BABY WIPE FRAGRANCE FREE 900CT P56,20.99
2022-08-03,21133401000042208031108,282577,/1493488,,,0
2022-08-03,21133401000042208031108,813734,POTATO ROLL,16 CT 30 OZ,POTATO ROLL 16 CT 30 OZ,5.99
2022-08-03,21133401000042208031108,652773,ARBEQUINA,EV SPANISH OLIVE OIL P672,ARBEQUINA EV SPANISH OLIVE OIL P672,9.59
2022-08-03,21133401000042208031108,1142830,ORG MEDITERR,,,8.49
2022-08-03,21133401000042208031108,937348,PALMIER 32OZ,SL270,PALMIER 32OZ SL270,8.89
2022-08-03,21133401000042208031108,1562331,MISS VICKIES,POTATO CHIPS T46H3   SL49,MISS VICKIES POTATO CHIPS T46H3   SL49,7.99
2022-08-03,21133401000042208031108,669511,CHX GRILLERS,PORK FREE  T6H6 SL16,CHX GRILLERS PORK FREE  T6H6 SL16,10.99
2022-08-03,21133401000042208031108,897971,KS APPLESAU,24/3.17OZ 24X90G,KS APPLESAU 24/3.17OZ 24X90G,10.79
2022-08-03,21133401000042208031108,638854,MINI WONTONS,T6H4 P240,MINI WONTONS T6H4 P240,11.69
2022-08-03,21133401000042208031108,938492,KS KETTLE,HMLYN SLT P120 T40H3,KS KETTLE HMLYN SLT P120 T40H3,5.29
2022-08-03,21133401000042208031108,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.89
2022-08-03,21133401000042208031108,39036,ROMAINE,6 PACK,ROMAINE 6 PACK,5.49
2022-08-03,21133401000042208031108,17368,STEELHEAD,FARM RAISED,STEELHEAD FARM RAISED,10.99
2022-08-03,21133401000042208031108,6652,VIDALIA ONIO,2.27 KG / 5 LBS,VIDALIA ONIO 2.27 KG / 5 LBS,5.99
2022-08-03,21133401000042208031108,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,15.99
2022-08-03,21133401000042208031108,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2022-08-03,21133401000042208031108,1306598,FREE RNG XL,GRADE A T20H18 P360 SL23,FREE RNG XL GRADE A T20H18 P360 SL23,7.49
2022-08-03,21133401000042208031108,21020,VINE TOMATO,,,6.99
2022-08-03,21133401000042208031108,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-08-03,21133401000042208031108,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",4.99
2022-08-03,21133401000042208031108,1126125,PULL-UPSPLUS,BOY/GIRL P40,PULL-UPSPLUS BOY/GIRL P40,41.99
2022-08-03,21133401000042208031108,867221,ORG STACY28Z,CHIP  P138 T46H3  SL75,ORG STACY28Z CHIP  P138 T46H3  SL75,8.79
2022-08-03,21133401000042208031108,1241047,POTATO SALAD,CS6 T7H6 SL28,POTATO SALAD CS6 T7H6 SL28,7.99
2022-08-03,21133401000042208031108,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2022-08-03,21133401000042208031108,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.29
2022-08-03,21133401000042208031108,857880,POTATO ROLLS,ROLL 2/8PKS 30OZ TOTAL,POTATO ROLLS ROLL 2/8PKS 30OZ TOTAL,5.99
2022-08-03,21133401000042208031108,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2022-08-03,21133401000042208031108,1649268,PICNIC PACK,2KTCH/MUST/REL SL180 P192,PICNIC PACK 2KTCH/MUST/REL SL180 P192,8.49
2022-08-03,21133401000042208031108,568915,ORG CUCUMBER,,,5.99
2023-03-13,21133400800542303131236,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-03-13,21133400800542303131236,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",5.39
2023-03-13,21133400800542303131236,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,8.29
2023-03-13,21133400800542303131236,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-03-13,21133400800542303131236,1708103,STRAWCHERIOS,GM T30H4 P120,STRAWCHERIOS GM T30H4 P120,8.99
2023-03-13,21133400800542303131236,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-03-13,21133400800542303131236,5720,HH STRAW,795 G / 1.75 LB,HH STRAW 795 G / 1.75 LB,10.99
2023-03-13,21133400800542303131236,21046,TOMATO MEDLE,,,6.69
2023-03-13,21133400800542303131236,1029407,KS CF XL EGG,2 DOZEN EGGS         SL21,KS CF XL EGG 2 DOZEN EGGS         SL21,5.99
2023-03-13,21133400800542303131236,1716914,GRLLD CHCKN,CS10 T6H8 SL75,GRLLD CHCKN CS10 T6H8 SL75,9.69
2023-03-13,21133400800542303131236,1453711,MISORAMEN8PK,T30H5  P150  SL150,MISORAMEN8PK T30H5  P150  SL150,9.99
2023-03-13,21133400800542303131236,1142830,ORG MEDITERR,,,8.49
2023-03-13,21133400800542303131236,45579,CANDY HEART,1.36 KG / 3 LB,CANDY HEART 1.36 KG / 3 LB,8.99
2023-03-13,21133400800542303131236,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,14.99
2023-03-13,21133400800542303131236,1707534,FETA DIP,12/16 OZ 16T6H SL35,FETA DIP 12/16 OZ 16T6H SL35,7.49
2023-03-13,21133400800542303131236,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.99
2023-03-13,21133400800542303131236,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-03-13,21133400800542303131236,33845,FRYER THIGHS,,,1.49
2023-03-13,21133400800542303131236,1461056,BABY CUKE,,,5.99
2022-10-22,21133400900542210221059,21046,TOMATO MEDLE,,,6.69
2022-10-22,21133400900542210221059,1542070,GOLDFISH 66Z,CRACKERS 66OZ P120 SL140,GOLDFISH 66Z CRACKERS 66OZ P120 SL140,11.89
2022-10-22,21133400900542210221059,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-10-22,21133400900542210221059,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.29
2022-10-22,21133400900542210221059,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.49
2022-10-22,21133400900542210221059,1461056,BABY CUKE,,,5.99
2022-10-22,21133400900542210221059,1306598,FREE RNG XL,GRADE A T20H18 P360 SL23,FREE RNG XL GRADE A T20H18 P360 SL23,7.49
2022-10-22,21133400900542210221059,1538359,KS F+V POUCH,APL/STR/SPNC APL/MNGO/PE,KS F+V POUCH APL/STR/SPNC APL/MNGO/PE,11.99
2022-10-22,21133400900542210221059,1493488,KS BABY WIPE,FRAGRANCE FREE 900CT P56,KS BABY WIPE FRAGRANCE FREE 900CT P56,20.99
2022-08-15,21133420500082208151024,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2022-08-15,21133420500082208151024,1060788,PRETZEL CRSP,P176 T44H4 SL210,PRETZEL CRSP P176 T44H4 SL210,8.69
2022-08-15,21133420500082208151024,568915,ORG CUCUMBER,,,5.99
2022-08-15,21133420500082208151024,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2022-08-15,21133420500082208151024,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,10.19
2022-08-15,21133420500082208151024,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,4.29
2022-08-15,21133420500082208151024,576304,KS SOCKEYE,TRIDENT T5H5 SL27 NET4H5,KS SOCKEYE TRIDENT T5H5 SL27 NET4H5,21.99
2022-08-15,21133420500082208151024,21046,TOMATO MEDLE,,,7.69
2022-08-15,21133420500082208151024,421793,KS STRAWPRES,STRAWBERRY  SL270    P576,KS STRAWPRES STRAWBERRY  SL270    P576,8.99
2022-08-15,21133420500082208151024,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.29
2022-08-15,21133420500082208151024,1167213,KS ORG MANGO,1.13KG   P288,KS ORG MANGO 1.13KG   P288,17.79
2022-08-15,21133420500082208151024,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,7.99
2022-08-15,21133420500082208151024,1268182,NY PASTRAMI,MEAL MART T7H10 SL60,NY PASTRAMI MEAL MART T7H10 SL60,12.99
2023-06-19,21133400600192306191050,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-06-19,21133400600192306191050,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-06-19,21133400600192306191050,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-06-19,21133400600192306191050,813734,POTATO ROLL,16 CT 30 OZ,POTATO ROLL 16 CT 30 OZ,6.89
2023-06-19,21133400600192306191050,1142830,ORG MEDITERR,,,8.49
